文件命名,上传人,状态,编导,上传类型
0527-199双科-自产-自产二-李博-视觉锤-嘉丽-A7-B1-无-15,weijiali,已投放,嘉丽,新素材
0527-199双科-自产-自产二-李博-视觉锤-嘉丽-A7-B1-无-14,weijiali,已投放,嘉丽,新素材
0527-199双科-自产-自产二-李博-视觉锤-嘉丽-A7-B1-无-13,weijiali,已投放,嘉丽,新素材
0527-199双科-自产-自产二-李博-视觉锤-嘉丽-A7-B1-无-12,weijiali,已投放,嘉丽,新素材
0527-199双科-自产-自产二-李博-视觉锤-嘉丽-A7-B1-无-11,weijiali,已投放,嘉丽,新素材
0603-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-有-15,weijiali,已同步,嘉丽,新素材
0603-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-有-14,weijiali,已同步,嘉丽,新素材
0603-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-有-13,weijiali,已同步,嘉丽,新素材
0603-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-无-15,weijiali,已同步,嘉丽,新素材
0603-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-无-14,weijiali,已同步,嘉丽,新素材
0603-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-无-13,weijiali,已同步,嘉丽,新素材
0603-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-无-11,weijiali,已同步,嘉丽,新素材
0603-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-有-12,weijiali,已同步,嘉丽,新素材
0603-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-有-11,weijiali,已同步,嘉丽,新素材
0603-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-无-12,weijiali,已同步,嘉丽,新素材
0521-状元笔记-自产-自产二--曲中雨-嘉丽-A6-B2-无-19,hancg,未同步,嘉丽,拒审后二次上传
0521-状元笔记-自产-自产二--曲中雨-嘉丽-A6-B1-无-18,hancg,未同步,嘉丽,拒审后二次上传
0514-199双科-自产-自产主-王晶-云梵-嘉丽--B1B4-无-22,hancg,已同步,嘉丽,拒审后二次上传
0514-199双科-自产-自产主-王晶-云梵-嘉丽--B1B3-有-25,hancg,已同步,嘉丽,拒审后二次上传
0514-199双科-自产-自产主-王晶-云梵-嘉丽--B1B3-无-25,hancg,已同步,嘉丽,拒审后二次上传
0514-199双科-自产-自产主-王晶-云梵-嘉丽--B1-有-24,hancg,未同步,嘉丽,拒审后二次上传
0514-199双科-自产-自产主-王晶-云梵-嘉丽--B1-有-23,hancg,已同步,嘉丽,拒审后二次上传
0514-199双科-自产-自产主-王晶-云梵-嘉丽--B1-有-21,hancg,已同步,嘉丽,拒审后二次上传
0514-199双科-自产-自产主-王晶-云梵-嘉丽--B1-无-24,hancg,已同步,嘉丽,拒审后二次上传
0514-199双科-自产-自产主-王晶-云梵-嘉丽--B1-无-23,hancg,已同步,嘉丽,拒审后二次上传
0514-199双科-自产-自产主-王晶-云梵-嘉丽--B1-无-21,hancg,已同步,嘉丽,拒审后二次上传
0512-199双科-自产-自产二-王晶-云梵-嘉丽--B1-无-15,hancg,已同步,嘉丽,拒审后二次上传
0512-199双科-自产-自产二-王晶-云梵-嘉丽--B1-无-14,hancg,已同步,嘉丽,拒审后二次上传
0512-199双科-自产-自产二-王晶-云梵-嘉丽--B1-无-13,hancg,已同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A7-B1-无-35,hancg,已同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A7-B1-无-34,hancg,已同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A7-B1-无-32,hancg,已同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A6-B1-无-29,hancg,已同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-无-33,hancg,已同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A7-B1-无-35,hancg,已同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A7-B1-无-34,hancg,已同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A7-B1-无-32,hancg,已同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A6-B1-无-31,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A5-B1-无-33,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A7-B1-有-35,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A7-B1-有-34,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A7-B1-有-32,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A6-B1-有-31,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A6-B1-有-29,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A5-B1-有-33,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产主-李博-曲中雨-嘉丽-A1-B1-有-30,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A7-B1-有-35,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A7-B1-有-34,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A6-B1-有-31,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A6-B1-有-29,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A5-B1-有-33,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A1-B1-有-30,hancg,未同步,嘉丽,拒审后二次上传
0513-199双科-自产-自产二-李博-曲中雨-嘉丽-A1-B1-无-30,hancg,未同步,嘉丽,拒审后二次上传
0512-199双科-自产-自产主-王晶-曲中雨-嘉丽--B1-无-15,hancg,未同步,嘉丽,拒审后二次上传
